Restaurant_id,Name,Cuisine_type,City,Rating,Open_date
REST17664,Sandwich Stop,Indian,Kolkata,2.7,9/26/2019
REST22502,Sandwich Stop,Italian,Pune,3.1,8/8/2019
REST22450,Sushi Station,Italian,Hyderabad,4.6,2/23/2018
REST15801,Grill House,Indian,Bangalore,4.9,12/17/2019
REST25807,Spice Hub,Mediterranean,Kolkata,1.3,4/10/2017
REST24441,Seafood Shack,Indian,Bangalore,1.1,3/19/2018
REST23857,Seafood Shack,Japanese,Hyderabad,4.6,2/11/2019
REST45363,Sweet Treats,Indian,Ahmedabad,2.8,10/10/2016
REST15297,Tasty Corner,Mediterranean,Pune,1.8,10/24/2021
REST01638,Pizza Palace,Mexican,Bangalore,3.2,11/15/2017
REST41572,Salad Shack,Mediterranean,Delhi,1,11/24/2023
REST12751,Food Fiesta,Japanese,Pune,2.2,2/3/2018
REST13715,Sushi Station,Japanese,Bangalore,3.8,12/15/2023
REST46587,Sandwich Stop,Indian,Delhi,3.1,5/26/2023
REST23681,Sweet Treats,Continental,Ahmedabad,3.3,11/3/2021
REST00226,Salad Shack,Italian,Hyderabad,2.8,5/27/2023
REST16944,Grill House,Indian,Delhi,4.1,8/11/2022
REST28115,Grill House,Italian,Chennai,4.6,6/22/2024
REST11860,Tasty Corner,Indian,Chennai,4.4,11/14/2020
REST25018,Tasty Corner,Indian,Chennai,4.9,8/6/2021
REST27708,Seafood Shack,Chinese,Hyderabad,4.5,6/5/2018
REST29378,Noodle Point,Mexican,Hyderabad,1,9/18/2021
REST42712,Salad Shack,Chinese,Pune,2.7,4/25/2017
REST31481,Biryani House,Japanese,Chennai,4.4,3/19/2018
REST02643,Burger Barn,Italian,Kolkata,1.5,3/13/2018
REST30240,Burger Barn,Continental,Ahmedabad,1.1,6/17/2023
REST36515,Spice Hub,Continental,Delhi,2.3,6/23/2016
REST14737,Burger Barn,Mexican,Pune,2.5,1/12/2024
REST40261,Biryani House,Mediterranean,Bangalore,2.1,8/22/2016
REST11440,Sushi Station,Mexican,Bangalore,3.2,1/21/2019
REST44658,Sushi Station,Indian,Delhi,1.8,2/17/2017
REST15837,Noodle Point,Mexican,Delhi,4,3/8/2016
REST16056,Pasta Point,Mediterranean,Mumbai,4.1,1/16/2022
REST17617,Noodle Point,Italian,Bangalore,3.8,1/28/2018
REST19306,Sweet Treats,Japanese,Delhi,4.3,3/28/2021
REST09237,Sushi Station,Italian,Kolkata,4.1,11/28/2024
REST22520,Burger Barn,Indian,Hyderabad,3.6,3/7/2017
REST42553,Salad Shack,Mediterranean,Chennai,3.8,5/21/2022
REST24754,Tasty Corner,Chinese,Mumbai,3.5,12/5/2021
REST26425,Sweet Treats,Italian,Pune,1.5,11/26/2024
REST35831,Tasty Corner,Mexican,Mumbai,3.3,12/28/2022
REST42559,Burger Barn,Italian,Kolkata,4.4,11/10/2021
REST01368,Grill House,Italian,Kolkata,1.5,1/9/2018
REST34568,Spice Hub,Japanese,Chennai,4.2,5/5/2018
REST44334,Pasta Point,Italian,Pune,2.2,5/14/2022
REST21330,Seafood Shack,Mexican,Ahmedabad,4.5,11/11/2018
REST47441,Biryani House,Indian,Ahmedabad,2.1,5/18/2017
REST02551,Tasty Corner,Chinese,Pune,4.8,6/16/2022
REST37878,Spice Hub,Japanese,Hyderabad,2.3,6/16/2022
REST37419,Pizza Palace,Japanese,Delhi,3.3,12/16/2024
REST48991,Food Fiesta,Japanese,Bangalore,1.1,12/16/2016
REST17479,Salad Shack,Mexican,Ahmedabad,3.1,11/28/2024
REST05066,Tasty Corner,Continental,Kolkata,2.9,2/21/2017
REST14490,Grill House,Italian,Hyderabad,2.5,5/25/2022
REST21235,Pasta Point,Mediterranean,Chennai,3.6,5/19/2021
REST07789,Sushi Station,Mediterranean,Chennai,2.9,9/3/2023
REST17795,Sweet Treats,Italian,Chennai,3.4,1/28/2020
REST34244,Grill House,Continental,Kolkata,3.7,12/9/2021
REST15844,Cafe Delight,Chinese,Mumbai,4.1,7/5/2020
REST37351,Cafe Delight,Italian,Hyderabad,2.3,7/28/2019
REST20348,Noodle Point,Chinese,Kolkata,2.8,2/11/2024
REST40708,Sweet Treats,Italian,Kolkata,1.6,6/11/2022
REST27347,Noodle Point,Mexican,Bangalore,4.6,3/11/2017
REST38901,Seafood Shack,Continental,Chennai,4.4,4/10/2021
REST07371,Spice Hub,Chinese,Hyderabad,2.3,10/12/2024
REST22737,Noodle Point,Mexican,Bangalore,2.1,8/23/2017
REST04417,Sushi Station,Chinese,Pune,1.7,8/20/2016
REST47385,Biryani House,Continental,Mumbai,1.2,9/14/2020
REST47681,Pizza Palace,Japanese,Hyderabad,2,5/25/2016
REST08851,Burger Barn,Mediterranean,Delhi,4,10/9/2018
REST01933,Sushi Station,Japanese,Ahmedabad,2.8,4/9/2019
REST18674,Salad Shack,Continental,Bangalore,3.4,2/7/2020
REST03858,Sandwich Stop,Mediterranean,Kolkata,4.6,11/28/2017
REST10258,Grill House,Italian,Ahmedabad,2.9,8/4/2018
REST31782,Burger Barn,Mediterranean,Hyderabad,1.7,8/26/2017
REST43872,Grill House,Mexican,Kolkata,4.8,9/17/2022
REST33236,Cafe Delight,Indian,Hyderabad,4.5,4/11/2018
REST23896,Pizza Palace,Mexican,Hyderabad,4.5,6/12/2019
REST17251,Sweet Treats,Mexican,Hyderabad,1.1,12/24/2024
REST06725,Tasty Corner,Mexican,Pune,2.7,6/8/2022
REST25144,Food Fiesta,Mediterranean,Pune,1.4,1/15/2017
REST10082,Pasta Point,Chinese,Pune,2.1,8/27/2020
REST36645,Pasta Point,Mediterranean,Mumbai,2.2,7/12/2024
REST03095,Sandwich Stop,Japanese,Hyderabad,2.9,3/4/2021
REST20964,Burger Barn,Japanese,Delhi,3.4,1/18/2020
REST41259,Sandwich Stop,Mediterranean,Delhi,3.9,12/2/2017
REST11437,Cafe Delight,Japanese,Delhi,2.1,4/26/2021
REST14145,Sushi Station,Mediterranean,Chennai,3.4,12/21/2022
REST46162,Grill House,Italian,Chennai,4,5/11/2024
REST35544,Pasta Point,Italian,Kolkata,1,1/21/2016
REST25075,Spice Hub,Mexican,Bangalore,3.8,9/7/2021
REST31332,Cafe Delight,Japanese,Chennai,4.4,3/10/2019
REST23375,Noodle Point,Chinese,Hyderabad,4.1,2/2/2016
REST16200,Seafood Shack,Chinese,Hyderabad,4.7,6/12/2017
REST04597,Grill House,Indian,Hyderabad,1.4,2/8/2020
REST26555,Food Fiesta,Japanese,Kolkata,1.5,12/14/2021
REST47573,Pasta Point,Italian,Hyderabad,1,8/13/2022
REST37489,Burger Barn,Continental,Ahmedabad,4.8,1/13/2020
REST32333,Biryani House,Chinese,Ahmedabad,3.4,8/25/2019
REST01347,Spice Hub,Continental,Bangalore,2.4,6/8/2017
REST04037,Biryani House,Mediterranean,Pune,2.6,3/16/2024
REST48991,Sushi Station,Chinese,Ahmedabad,3.1,2/20/2022
REST02086,Burger Barn,Japanese,Mumbai,2.4,2/18/2018
REST16132,Seafood Shack,Mediterranean,Ahmedabad,3,1/2/2017
REST21224,Spice Hub,Japanese,Mumbai,3.6,3/20/2019
REST17872,Salad Shack,Italian,Bangalore,3.6,6/28/2018
REST06128,Cafe Delight,Japanese,Hyderabad,3.9,10/18/2020
REST22268,Cafe Delight,Mediterranean,Chennai,2.6,4/27/2019
REST17451,Seafood Shack,Indian,Mumbai,4.2,6/5/2017
REST37483,Cafe Delight,Mediterranean,Chennai,4.9,1/4/2024
REST27417,Tasty Corner,Mexican,Delhi,3.5,7/4/2016
REST35163,Sweet Treats,Mediterranean,Kolkata,2.1,1/5/2016
REST19001,Cafe Delight,Indian,Pune,3.3,12/27/2022
REST37640,Spice Hub,Indian,Chennai,1.4,5/9/2018
REST37199,Grill House,Italian,Kolkata,4.1,4/12/2018
REST35690,Sweet Treats,Continental,Kolkata,1.1,4/15/2023
REST35957,Food Fiesta,Mexican,Ahmedabad,2,5/7/2020
REST32589,Food Fiesta,Mexican,Ahmedabad,4.5,1/11/2022
REST01493,Biryani House,Chinese,Hyderabad,2.4,9/23/2021
REST39731,Seafood Shack,Mexican,Bangalore,4.7,9/13/2016
REST05854,Sushi Station,Mediterranean,Hyderabad,1.8,5/24/2021
REST12295,Food Fiesta,Japanese,Delhi,3.4,4/14/2023
REST48866,Sushi Station,Continental,Delhi,2.1,7/19/2017
REST15606,Grill House,Mediterranean,Bangalore,2.7,6/26/2021
REST18892,Spice Hub,Mexican,Chennai,3.4,9/27/2018
